1.18,2.82,131.50
1.18,2.82,129.60
1.18,2.73,133.10
1.18,2.73,128.50
1.18,2.73,127.50
1.18,2.73,131.50
1.18,2.73,126.40
1.55,2.73,126.80
1.27,2.73,125.30
1.18,2.64,125.70
1.18,2.73,125.20
1.18,2.73,124.10
1.18,2.73,127.30
1.18,2.73,123.00
1.18,2.64,121.40
1.18,2.64,120.70
1.18,2.64,120.50
1.18,2.64,120.10
1.09,2.64,123.60
1.18,2.64,123.00
1.18,2.64,122.10
1.18,2.55,117.70
1.09,2.55,117.80
1.18,2.64,116.40
1.09,2.64,121.40
1.18,2.55,116.40
1.09,2.55,119.00
1.18,2.55,119.20
1.18,2.55,114.00
1.18,2.64,115.20
1.27,2.55,113.60
1.18,2.55,113.00
1.09,2.45,111.80
1.18,2.45,107.20
1.27,2.45,112.00
1.18,2.45,115.00
1.18,2.55,114.30
1.18,2.45,114.90
1.18,2.45,108.60
1.18,2.45,109.70
1.18,2.45,108.10
1.18,2.45,112.70
1.18,2.45,111.80
1.18,2.45,111.80
1.18,2.36,110.90
1.18,2.36,111.60
1.18,2.36,105.70
1.27,2.36,104.80
1.18,2.36,108.90
1.18,2.36,100.20
1.09,2.36,108.80
1.18,2.36,106.40
1.09,2.27,106.80
1.18,2.36,98.00
1.18,2.36,106.50
1.18,2.27,105.90
1.09,2.27,101.00
1.18,2.27,100.30
1.09,2.27,100.60
1.18,2.36,103.90
1.18,2.27,99.50
1.18,2.27,103.20
1.27,2.27,102.90
1.09,2.27,103.10
1.18,2.27,97.20
1.18,2.18,96.10
1.09,2.27,103.60
1.09,2.18,96.20
1.27,2.18,95.70
1.18,2.18,94.60
1.18,2.18,94.30
1.27,2.18,99.20
1.18,2.18,98.10
1.18,2.18,98.50
1.09,2.18,93.90
1.18,2.18,93.80
1.18,2.18,92.60
1.09,2.09,97.00
1.18,2.18,92.10
1.09,2.09,92.10
1.09,2.09,95.70
1.18,2.09,91.70
1.18,2.09,91.10
1.18,2.09,90.80
1.45,2.09,93.60
1.18,2.00,94.30
1.18,2.09,89.70
1.18,2.09,93.80
1.18,2.09,89.70
1.18,2.09,87.50
1.09,2.00,88.20
1.18,2.09,91.40
1.09,2.00,91.00
1.18,2.00,87.40
1.09,2.00,87.20
1.18,2.00,90.40
1.09,2.00,89.60
1.18,2.00,85.80
1.18,2.00,85.20
1.18,2.00,89.10
1.18,2.00,84.60
1.18,1.91,84.20
1.18,1.91,88.20
1.09,1.91,83.60
1.18,1.91,84.20
1.18,1.91,83.10
1.18,1.91,87.80
1.18,1.91,86.80
1.09,1.91,86.90
1.18,1.91,86.40
1.18,1.91,86.00
1.09,1.91,85.20
1.09,1.82,81.50
1.18,1.82,81.30
1.18,1.82,80.80
1.18,1.91,85.10
1.18,1.91,79.60
1.09,1.82,83.90
1.18,1.82,83.00
1.18,1.82,79.80
1.18,1.82,84.20
1.18,1.91,83.20
1.18,1.82,79.50
1.18,1.82,78.40
1.18,1.82,76.90
1.18,1.73,76.70
1.18,1.82,77.90
1.18,1.73,81.50
1.18,1.73,81.30
1.09,1.73,81.50
1.18,1.73,76.80
1.18,1.82,77.10
1.09,1.82,68.30
1.18,1.82,76.40
1.18,1.73,80.70
1.18,1.73,75.40
1.18,1.73,78.70
1.18,1.73,74.10
1.18,1.73,78.80
1.18,1.73,79.70
1.18,1.73,79.20
1.18,1.73,78.60
1.18,1.73,74.70
1.18,1.73,78.20
1.18,1.73,77.40
1.18,1.73,72.90
1.18,1.73,77.20
1.18,1.73,74.30
1.18,1.73,76.30
1.18,1.73,71.40
1.18,1.73,76.20
1.09,1.73,72.40
1.18,1.73,72.70
1.09,1.73,75.10
1.18,1.73,71.40
1.09,1.73,71.20
1.18,1.73,74.70
1.18,1.64,76.60
1.18,1.73,75.30
1.09,1.73,75.10
1.18,1.64,70.50
1.09,1.64,69.60
1.18,1.64,74.30
1.09,1.64,74.10
1.18,1.64,73.40
1.18,1.64,74.20
1.18,1.73,69.10
1.27,1.64,73.40
1.18,1.64,69.10
1.18,1.73,68.90
1.09,1.64,67.90
1.18,1.64,68.20
1.09,1.64,71.80
1.18,1.64,68.30
1.27,1.64,68.00
1.18,1.64,71.60
1.18,1.64,67.40
1.09,1.64,72.60
1.18,1.64,67.20
1.09,1.55,67.30
1.18,1.55,66.90
1.09,1.55,70.50
1.18,1.55,70.90
1.18,1.64,71.40
1.09,1.55,70.80
1.18,1.55,69.10
1.18,1.55,69.40
1.09,1.55,70.10
1.18,1.55,70.10
1.09,1.64,65.20
1.18,1.55,69.80
1.09,1.55,69.80
1.18,1.55,68.90
1.09,1.55,70.10
1.18,1.55,77.80
1.18,1.55,69.20
1.18,1.45,68.50
1.18,1.55,65.80
1.18,1.55,68.30
1.09,1.55,64.00
1.18,1.45,60.30
1.27,1.55,68.80
1.09,1.45,63.60
1.18,1.55,64.70
1.18,1.55,67.60
1.18,1.45,63.40
1.27,1.45,63.50
1.09,1.55,63.70
1.18,1.55,67.60
1.09,1.55,67.80
1.27,1.45,67.00
1.18,1.45,68.20
1.09,1.55,63.70
1.18,1.55,66.40
1.09,1.55,66.20
1.18,1.55,63.10
1.09,1.55,61.10
1.18,1.45,66.40
1.18,1.45,65.90
1.18,1.45,65.80
1.18,1.45,61.40
1.18,1.45,66.00
1.18,1.45,60.60
1.18,1.45,65.80
1.18,1.45,65.20
1.09,1.45,65.00
1.18,1.45,65.80
1.27,1.45,61.10
1.09,1.45,61.00
1.18,1.45,60.40
1.18,1.45,61.70
1.18,1.45,60.60
1.18,1.45,65.10
1.18,1.45,61.10
1.18,1.45,60.60
1.18,1.45,59.70
1.18,1.45,60.60
1.09,1.36,60.30
1.18,1.45,58.60
1.18,1.36,63.60
1.18,1.45,59.60
1.18,1.45,58.90
1.18,1.45,59.00
1.18,1.45,59.80
1.36,1.36,59.80
1.18,1.36,58.90
1.18,1.36,63.60
1.09,1.36,63.40
1.09,1.36,63.10
1.09,1.45,64.20
1.18,1.45,62.90
1.18,1.36,53.50
1.18,1.36,63.40
1.18,1.45,58.00
1.18,1.36,65.90
1.18,1.45,63.40
1.09,1.36,58.60
1.18,1.45,61.80
1.09,1.36,58.70
1.18,1.45,62.40
1.09,1.36,57.70
1.18,1.36,58.10
1.18,1.36,61.80
1.09,1.36,63.10
1.18,1.36,62.70
1.18,1.27,58.90
1.27,1.36,57.00
1.09,1.36,62.40
1.09,1.36,61.80
1.27,1.36,61.50
1.18,1.36,57.40
1.09,1.36,58.20
1.55,1.36,62.00
1.09,1.36,62.70
1.18,1.36,62.70
1.18,1.27,61.50
1.18,1.36,61.70
1.09,1.27,60.80
1.09,1.36,56.80
1.09,1.36,60.70
1.09,1.27,57.10
1.09,1.36,57.90
1.18,1.36,61.60
1.18,1.36,60.40
1.18,1.27,60.90
1.27,1.27,61.10
1.09,1.36,55.50
1.09,1.36,55.00
1.09,1.27,59.80
1.09,1.36,60.10
1.09,1.36,61.20
1.18,1.36,60.30
1.18,1.27,60.40
1.18,1.27,56.80
1.09,1.27,60.20
1.09,1.36,59.70
1.18,1.36,60.50
1.27,1.36,56.80
1.18,1.36,55.80
1.18,1.36,60.10
1.18,1.36,59.80
1.09,1.27,60.30
1.18,1.27,60.60
1.18,1.27,59.50
1.09,1.27,67.80
1.18,1.36,59.30
1.09,1.27,59.30
1.09,1.27,59.30
1.09,1.36,60.60
1.09,1.27,56.20
1.09,1.27,59.10
1.18,1.36,55.50
1.36,1.27,59.50
1.18,1.27,54.80
1.09,1.27,59.10
1.18,1.36,55.80
1.09,1.27,59.10
1.09,1.27,59.50
1.09,1.27,58.40
1.18,1.27,55.00
1.09,1.27,58.50
1.18,1.27,55.20
1.09,1.27,58.20
1.09,1.27,58.30
1.09,1.27,59.90
1.09,1.27,55.70
1.09,1.18,54.80
1.09,1.27,58.80
1.09,1.27,55.50
1.09,1.27,57.70
1.18,1.27,59.40
1.09,1.27,58.20
1.09,1.27,58.60
1.18,1.27,57.90
1.09,1.27,53.60
1.09,1.27,59.50
1.09,1.27,58.10
1.09,1.27,58.50
1.09,1.18,58.10
1.09,1.27,54.80
1.09,1.18,58.10
1.09,1.18,59.10
1.09,1.27,53.90
1.09,1.27,49.20
1.18,1.27,54.10
1.18,1.18,54.20
1.09,1.18,57.90
1.09,1.27,58.10
1.18,1.27,58.10
1.09,1.18,57.70
1.09,1.18,53.60
1.18,1.27,52.40
1.09,1.27,58.10
1.18,1.27,65.80
1.09,1.27,57.50
1.09,1.27,57.50
1.09,1.18,38.20
1.09,1.18,58.00
1.09,1.18,58.40
1.09,1.18,57.00
1.09,1.18,66.50
1.18,1.18,54.00
1.18,1.18,56.90
1.09,1.18,57.90
1.09,1.27,58.00
1.09,1.27,56.00
1.09,1.18,57.00
1.09,1.18,57.60
1.18,1.18,53.80
1.09,1.27,57.30
1.09,1.27,58.60
1.09,1.18,61.30
1.18,1.18,53.00
1.09,1.18,57.50
1.09,1.18,59.30
1.09,1.18,57.60
1.18,1.18,57.50
1.18,1.27,56.70
1.09,1.27,56.80
1.09,1.18,57.90
1.18,1.18,56.90
1.18,1.18,56.30
1.09,1.27,57.30
1.09,1.18,57.50
1.09,1.18,56.50
1.18,1.27,58.00
1.09,1.18,56.40
1.09,1.18,56.50
1.18,1.27,57.50
1.09,1.18,57.40
1.09,1.18,57.80
1.18,1.18,55.90
1.09,1.18,53.80
1.18,1.27,57.80
1.18,1.18,52.10
1.09,1.18,57.20
1.09,1.18,53.10
1.09,1.27,53.00
1.09,1.18,56.90
1.09,1.18,57.30
1.09,1.18,56.20
1.09,1.27,57.00
1.09,1.18,50.80
1.09,1.18,56.70
1.18,1.18,56.50
1.00,1.18,56.80
1.09,1.18,56.70
1.09,1.18,56.00
1.09,1.18,52.50
1.09,1.18,55.90
1.09,1.18,56.20
1.09,1.18,51.40
1.09,1.18,56.50
1.09,1.18,51.10
1.18,1.18,55.40
1.09,1.18,57.00
1.09,1.18,57.20
1.18,1.18,61.70
1.09,1.18,52.80
1.09,1.18,52.10
1.18,1.18,52.00
1.09,1.09,56.80
1.18,1.09,57.10
1.18,1.18,55.20
1.09,1.18,56.10
1.09,1.18,52.10
1.09,1.18,51.60
1.09,1.18,56.10
1.09,1.18,52.60
1.09,1.18,55.90
1.09,1.18,56.60
